target_distractor,response_time,condition,correctAnswer,
(MapleTree, RattleSnake),0,8952713,0,True,
(Mushroom, Bird),0,9689317,2,False,
(MapleTree, Dog),1,664721,2,True,
(Dog, spider),1,050839,1,True,
(Bird, spider),1,097448,1,True,
(Dog, Bee),0,9698668,1,True,
(Mushroom, Bee),0,7646341,0,True,
(Dog, RattleSnake),0,962801,1,True,
(Mushroom, Cat),0,8041172,2,True,
(white flower, Cat),0,8270988,2,True,
